word,ipa,count,ipa_edited,pos,syns
प्रभारियों,prəb̤aːrijon,24,prabarijon,ADP,False
प्रयत्न,prəjtnə,24,prajtna,NOUN,True
प्राचीर,praːt͡ʃiːr,24,prat͡ʃir,PROPN,True
प्रायोगिक,praːjoɡik,24,prajogik,ADP,True
प्रेमनाथ,premnaːtʰ,24,premnat,PROPN,False
प्रोजेक्शन,prod͡ʒekʃən,24,proʒekʃan,NOUN,False
प्रोविडेंट,proviɖenʈə,24,providenta,X,False
फंसता,pʰənstaː,24,pansta,VERB,False
फर्टिलाइजर्स,pʰərʈilaːid͡ʒrsə,24,partilaiʒrsa,NOUN,False
फहद,pʰəɦəd,24,pahad,NOUN,False
फाड़कर,pʰaːɽkər,24,padkar,VERB,False
फारसी,pʰaːrsiː,24,parsi,PROPN,True
फास्टैग,pʰaːsʈæːɡ,24,pastaeg,X,False
फिजा,pʰid͡ʒaː,24,piʒa,NOUN,True
फोटोज़,pʰoʈoz,24,potos,X,False
फ्रंटियर,pʰrənʈijər,24,prantijar,NOUN,False
फ्राइज,pʰraːid͡ʒ,24,praiʒ,ADJ,False
बकरा,bəkraː,24,bakra,NOUN,True
बड़,bəɽ,24,bad,X,True
बढ़ाएगी,bəɽ̥aːeɡiː,24,bad̥aegi,VERB,False
बताऊं,bətaːuːn,24,bataun,VERB,False
बनाओ,bənaːo,24,banao,VERB,False
बरसाई,bərsaːiː,24,barsai,NOUN,False
बरसाते,bərsaːte,24,barsate,VERB,False
बरौनी,bərɔːniː,24,baroni,ADP,True
बर्क,bərkə,24,barka,NOUN,False
बर्खास्तगी,bərkʰaːstəɡiː,24,barkastagi,NOUN,True
बलजीत,bəld͡ʒiːt,24,balʒit,PROPN,False
बहसबाजी,bəɦsəbaːd͡ʒiː,24,bahsabaʒi,NOUN,False
बहाया,bəɦaːjaː,24,bahaja,VERB,False
बहुलता,bəɦultaː,24,bahulta,PART,True
बानूड़ा,baːnuːɽaː,24,banuda,NOUN,False
बापट,baːpəʈ,24,bapat,PROPN,False
बिछाकर,bit͡ʃʰaːkər,24,bit͡ʃakar,NOUN,False
बिरसा,birsaː,24,birsa,NOUN,False
बिल्डिंग्स,bilɖiŋɡsə,24,bildingsa,NOUN,False
बीट्स,biːʈsə,24,bitsa,NOUN,False
बीडी,biːɖiː,24,bidi,X,False
बुलबुल,bulbul,24,bulbul,PROPN,True
बुली,buliː,24,buli,NOUN,False
बेकहम,bekɦəm,24,bekham,X,False
बेलगावी,belɡaːviː,24,belgavi,PART,False
बैठेगा,bæːʈʰeɡaː,24,baetega,VERB,False
बॉडीबिल्डर,bɔɖiːbilɖər,24,bodibildar,X,False
बॉम्बर्स,bɔmbərsə,24,bombarsa,NOUN,False
बॉयलर,bɔjlər,24,bojlar,X,False
ब्रीफकेस,briːpʰkes,24,bripkes,X,True
भटनागर,b̤əʈnaːɡər,24,batnagar,NOUN,False
भविष्यवाणियां,b̤əviʂjəvaːɳijaːn,24,bavisjavanijan,NOUN,False
भाले,b̤aːle,24,bale,NOUN,False
भून,b̤uːn,24,bun,VERB,False
भूला,b̤uːlaː,24,bula,VERB,False
मजीद,məd͡ʒiːd,24,maʒid,ADV,False
मध्यावधि,məd̤jaːvd̤i,24,madjavdi,NOUN,True
महाद्वीपों,məɦaːdviːpon,24,mahadvipon,NOUN,False
महाभियोग,məɦaːb̤ijoɡ,24,mahabijog,NOUN,False
महीप,məɦiːp,24,mahip,NOUN,True
मानचित्र,maːnt͡ʃitrə,24,mant͡ʃitra,X,True
मापदंडों,maːpdənɖon,24,mapdandon,NOUN,False
मायानगरी,maːjaːnɡəriː,24,majangari,NOUN,False
मार्मिक,maːrmik,24,marmik,ADJ,True
माल्यार्पण,maːljaːrpəɳ,24,maljarpan,PART,False
माहवारी,maːɦvaːriː,24,mahvari,NOUN,True
मिठाइयों,miʈʰaːijon,24,mitaijon,NOUN,False
मियाद,mijaːd,24,mijad,NOUN,True
मुलाकातों,mulaːkaːton,24,mulakaton,NOUN,False
मॉडरेट,mɔɖreʈ,24,modret,X,False
रघुनाथ,rəɡ̤unaːtʰ,24,rag̤unat,PROPN,True
रसायनिक,rəsaːjnik,24,rasajnik,NOUN,True
रस्सियों,rəssijon,24,rassijon,NOUN,False
रामवीर,raːmviːr,24,ramvir,PROPN,False
रिनोवेशन,rinoveʃən,24,rinoveʃan,NOUN,False
रिमाइंडर,rimaːinɖər,24,rimaindar,X,True
रिवाइज्ड,rivaːid͡ʒɖə,24,rivaiʒda,X,False
रीएग्जाम,riːeɡd͡ʒaːm,24,riegʒam,X,False
रूकने,ruːkne,24,rukne,VERB,False
रेखाओं,rekʰaːon,24,rekaon,NOUN,False
रेजर,red͡ʒər,24,reʒar,PROPN,False
रेनोवेशन,renoveʃən,24,renoveʃan,NOUN,False
रेव,rev,24,rev,NOUN,False
लचीलापन,lət͡ʃiːlaːpən,24,lat͡ʃilapan,ADJ,True
लहरी,ləɦriː,24,lahri,NOUN,False
लिएंडर,lienɖər,24,liendar,NOUN,False
लिथियम,litʰijəm,24,litijam,ADP,True
लिन,lin,24,lin,X,False
लिपटी,lipʈiː,24,lipti,X,False
लिवरपूल,livrəpuːl,24,livrapul,NOUN,False
लुटाया,luʈaːjaː,24,lutaja,VERB,False
लॉजिक,lɔd͡ʒik,24,loʒik,NOUN,False
लोजपा,lod͡ʒpaː,24,loʒpa,PROPN,True
वंशिका,vənʃikaː,24,vanʃika,X,True
वनवेब,vənveb,24,vanveb,X,False
वसीयत,vəsiːjət,24,vasijat,NOUN,True
वाकर,vaːkər,24,vakar,NOUN,False
वाजे,vaːd͡ʒe,24,vaʒe,PART,False
वारदातें,vaːrdaːten,24,vardaten,X,False
वार्निंग,vaːrniŋɡə,24,varninga,NOUN,True
विकेट्स,vikeʈsə,24,viketsa,NOUN,False
विपक्षियों,vipkʂijon,24,vipksijon,NOUN,False
वियाग्रा,vijaːɡraː,24,vijagra,NOUN,False
विश्वासपात्र,viʃvaːspaːtrə,24,viʃvaspatra,NOUN,True
विहीन,viɦiːn,24,vihin,ADJ,True
वेलेंटाइन,velenʈaːin,24,velentain,X,False
वेलोसिटी,velosiʈiː,24,velositi,X,False
वॉरियर्स,vɔrijrsə,24,vorijrsa,NOUN,False
व्हीलबेस,vɦiːlbes,24,vhilbes,X,False
व्हील्स,vɦiːlsə,24,vhilsa,X,False
शम्सी,ʃəmsiː,24,ʃamsi,NOUN,False
शानू,ʃaːnuː,24,ʃanu,PROPN,False
शार्ट,ʃaːrʈə,24,ʃarta,NOUN,False
शिला,ʃilaː,24,ʃila,NOUN,True
शीतला,ʃiːtlaː,24,ʃitla,PROPN,True
शेरशाह,ʃerʃaːɦ,24,ʃerʃah,NOUN,True
श्रिया,ʃrijaː,24,ʃrija,ADJ,True
श्लोका,ʃlokaː,24,ʃloka,PROPN,False
संकीर्ण,səŋkiːrɳə,24,sankirna,ADJ,True
संक्रमणों,səŋkrəmɳon,24,sankramnon,NOUN,False
संतरे,səntre,24,santre,NOUN,False
संन्यासी,sənnjaːsiː,24,sannjasi,PART,True
संभलने,səmb̤ləne,24,samblane,PART,False
संभालेगा,səmb̤aːleɡaː,24,sambalega,VERB,False
सज्जाद,səd͡ʒd͡ʒaːd,24,saʒʒad,PROPN,False
सती,sətiː,24,sati,NOUN,True
सत्यार्थी,sətjaːrtʰiː,24,satjarti,NOUN,False
सधेंगे,səd̤eŋɡe,24,sadenge,VERB,False
सफलताओं,səpʰlətaːon,24,saplataon,NOUN,False
सरोकार,sərokaːr,24,sarokar,NOUN,True
सलेक्ट,səlekʈə,24,salekta,X,False
सहिष्णुता,səɦiʂɳutaː,24,sahisnuta,ADJ,True
साए,saːe,24,sae,X,False
साजन,saːd͡ʒən,24,saʒan,NOUN,True
साधक,saːd̤ək,24,sadak,NOUN,True
सालेह,saːleɦ,24,saleh,X,False
सिमोन,simon,24,simon,PROPN,False
सीजेएम,siːd͡ʒeem,24,siʒeem,X,False
सीनेटर,siːneʈər,24,sinetar,NOUN,True
सुकांत,sukaːntə,24,sukanta,PROPN,False
सुलझने,suld͡ʒ̤əne,24,sulʒane,VERB,False
सेकेण्डरी,sekeɳɖəriː,24,sekendari,X,False
सेवादार,sevaːdaːr,24,sevadar,NOUN,False
सेहरा,seɦraː,24,sehra,NOUN,True
सॉन्ग्स,sɔnɡsə,24,songsa,X,False
सोकर,sokər,24,sokar,NOUN,False
सौहार्द्र,sɔːɦaːrdrə,24,sohardra,ADJ,False
स्कैनिंग,skæːniŋɡə,24,skaeninga,VERB,False
स्कॉयर,skɔjər,24,skojar,X,False
स्टर्लिंग,sʈərliŋɡə,24,starlinga,NOUN,False
स्टिंगर,sʈiŋɡər,24,stingar,NOUN,False
स्टीरियो,sʈiːrijo,24,stirijo,NOUN,False
स्टेल्थ,sʈeltʰə,24,stelta,X,False
स्ट्रिक्ट,sʈrikʈə,24,strikta,X,False
स्ट्रेचर,sʈret͡ʃər,24,stret͡ʃar,NOUN,False
स्ट्रेटजी,sʈreʈd͡ʒiː,24,stretʒi,X,False
स्ट्रैटेजी,sʈræːʈed͡ʒiː,24,straeteʒi,X,False
स्पेसशिप,spesʃip,24,spesʃip,NOUN,False
स्मगलिंग,sməɡliŋɡə,24,smaglinga,X,False
स्लीक,sliːk,24,slik,X,True
स्वप्न,svəpnə,24,svapna,NOUN,True
स्वार्थी,svaːrtʰiː,24,svarti,ADJ,True
स्वाहा,svaːɦaː,24,svaha,NOUN,True
स्वीकारने,sviːkaːrne,24,svikarne,VERB,False
हंड्रेड,ɦənɖreɖ,24,handred,X,False
हंसा,ɦənsaː,24,hansa,VERB,False
हजारी,ɦəd͡ʒaːriː,24,haʒari,NOUN,False
हथकड़ी,ɦətʰkəɽiː,24,hatkadi,NOUN,True
हमास,ɦəmaːs,24,hamas,NOUN,False
हलवाई,ɦəlvaːiː,24,halvai,NOUN,True
हल्द्वानी,ɦəldvaːniː,24,haldvani,PART,False
हाइप,ɦaːip,24,haip,X,False
हितैषी,ɦitæːʂiː,24,hitaesi,NOUN,True
हिन्द,ɦində,24,hinda,PROPN,True
हेडन,ɦeɖən,24,hedan,X,False
हैंडओवर,ɦæːnɖəovər,24,haendaovar,X,False
हैंडलिंग,ɦæːnɖliŋɡə,24,haendlinga,NOUN,False
अंगदान,ŋɡədaːn,23,ngadan,PROPN,False
अंतर्कलह,ntərkələɦ,23,ntarkalah,X,False
अक्साई,aksaːiː,23,aksai,X,False
अटेंडेंस,aʈenɖensə,23,atendensa,X,False
अनशन,anʃən,23,anʃan,NOUN,True
अनुकंपा,anukəmpaː,23,anukampa,X,True
अमरजीत,amrəd͡ʒiːt,23,amraʒit,PROPN,False
अमलीजामा,amliːd͡ʒaːmaː,23,amliʒama,NOUN,False
अरविन्द,arvində,23,arvinda,PROPN,True
अरेंज,areɲd͡ʒə,23,arenʒa,NOUN,False
अलाउद्दीन,alaːuddiːn,23,alauddin,X,False
अलीराजपुर,aliːraːd͡ʒpur,23,aliraʒpur,PROPN,False
अल्टरनेटिव,alʈərneʈiv,23,altarnetiv,X,False
अल्ताफ,altaːpʰ,23,altap,PROPN,False
अश्वेत,aʃvet,23,aʃvet,X,True
असंवेदनशील,asənvednəʃiːl,23,asanvednaʃil,ADJ,True
असहमत,asɦəmət,23,ashamat,X,True
अस्त्रों,astron,23,astron,NOUN,False
अहंकारी,aɦəŋkaːriː,23,ahankari,NOUN,True
अहसान,aɦsaːn,23,ahsan,NOUN,True
अहान,aɦaːn,23,ahan,NOUN,True
आँकड़ों,ãːkəɽon,23,aːkadon,NOUN,False
आंदोलनों,aːndolnon,23,andolnon,NOUN,False
आइडियाज,aːiɖijaːd͡ʒ,23,aidijaʒ,X,False
आउटलुक,aːuʈluk,23,autluk,NOUN,False
आत्मसात,aːtməsaːt,23,atmasat,PART,True
आदान,aːdaːn,23,adan,NOUN,True
आप्टे,aːpʈe,23,apte,PROPN,False
आयरिश,aːjriʃ,23,ajriʃ,X,True
आरडब्ल्यूए,aːrɖəbljuːe,23,ardabljue,X,False
आरम्भ,aːrmb̤ə,23,armba,VERB,True
आर्टरी,aːrʈəriː,23,artari,NOUN,False
इंटरकोर्स,inʈrəkorsə,23,intrakorsa,NOUN,False
इंटरमिटेंट,inʈrəmiʈenʈə,23,intramitenta,X,False
इंतजामों,intd͡ʒaːmon,23,intʒamon,NOUN,False
इंद्रधनुष,indrəd̤nuʂ,23,indradnus,PART,True
इंस्टेंट,insʈenʈə,23,instenta,NOUN,False
इक्वेशन,ikveʃən,23,ikveʃan,NOUN,False
इग्नू,iɡnuː,23,ignu,PROPN,False
इमिग्रेशन,imiɡreʃən,23,imigreʃan,NOUN,False
इराकी,iraːkiː,23,iraki,PROPN,True
इरादतन,iraːdtən,23,iradtan,PROPN,True
इशू,iʃuː,23,iʃu,PROPN,False
ईगो,iːɡo,23,igo,X,False
ईमान,iːmaːn,23,iman,ADJ,True
उकसा,uksaː,23,uksa,PART,False
उगाया,uɡaːjaː,23,ugaja,VERB,False
उठेगा,uʈʰeɡaː,23,utega,VERB,False
उड़ाना,uɽaːnaː,23,udana,VERB,True
उत्तराधिकार,uttəraːd̤ikaːr,23,uttaradikar,NOUN,True
उद्यानिकी,udjaːnikiː,23,udjaniki,NOUN,False
उपनाम,upnaːm,23,upnam,NOUN,True
उल्कापिंडों,ulkaːpinɖon,23,ulkapindon,X,False
ऊं,uːn,23,un,X,False
एंजाइटी,eɲd͡ʒaːiʈiː,23,enʒaiti,NOUN,False
एंजाइम,eɲd͡ʒaːim,23,enʒaim,NOUN,True
एंडोर्समेंट,enɖorsəmenʈə,23,endorsamenta,NOUN,False
एक्सपेरीमेंट,eksəperiːmenʈə,23,eksaperimenta,NOUN,False
एचपी,et͡ʃpiː,23,et͡ʃpi,X,False
एनएसजी,enəesd͡ʒiː,23,enaesʒi,X,False
एनएसडी,enəesɖiː,23,enaesdi,X,False
एनएसयूआई,enəesjuːaːiː,23,enaesjuai,X,True
एमबीएस,embiːes,23,embies,X,False
एरिजोना,erid͡ʒonaː,23,eriʒona,X,False
एलडीए,elɖiːe,23,eldie,X,False
एलिवेटेड,eliveʈeɖ,23,eliveted,X,False
एसआईआई,esəaiːaːiː,23,esaaiai,PROPN,False
ऐंठ,æːnʈʰə,23,aenta,X,True
ऑटोरिक्शा,ऑʈorikʃaː,23,ऑtorikʃa,X,False
ओपीएस,opiːes,23,opies,X,False
ओशन,oʃən,23,oʃan,PROPN,False
औरों,ɔːron,23,oron,X,False
कंटेट,kənʈeʈ,23,kantet,X,False
कंडीशनिंग,kənɖiːʃniŋɡə,23,kandiʃninga,NOUN,False
कंपेयर,kəmpejər,23,kampejar,X,False
कथाएं,kətʰaːen,23,kataen,X,False
कद्र,kədrə,23,kadra,NOUN,True
कनिष्क,kəniʂkə,23,kaniska,NOUN,True
कमेटियों,kəmeʈijon,23,kametijon,NOUN,False
कर्मठता,kərməʈʰtaː,23,karmatta,ADJ,True
कलाकारी,kəlaːkaːriː,23,kalakari,NOUN,True
कल्याणी,kəljaːɳiː,23,kaljani,PROPN,True
कहाँ,kəɦãː,23,kahaː,PRON_WH,True
काकोरी,kaːkoriː,23,kakori,NOUN,False
कार्डियोलॉजी,kaːrɖijolɔd͡ʒiː,23,kardijoloʒi,NOUN,False
कालोनी,kaːloniː,23,kaloni,NOUN,True
किडनैपर्स,kiɖnæːprsə,23,kidnaeprsa,NOUN,False
कीबोर्ड,kiːborɖə,23,kiborda,X,True
कुसल,kusəl,23,kusal,NOUN,False
कैम्ब्रिज,kæːmbrid͡ʒ,23,kaembriʒ,PROPN,False
कॉन्ट्रेक्ट,kɔnʈrekʈə,23,kontrekta,X,False
कॉपीराइट,kɔpiːraːiʈ,23,kopirait,X,False
कॉर्प,kɔrpə,23,korpa,NOUN,False
कॉलिन्स,kɔlinsə,23,kolinsa,NOUN,False
कोड़े,koɽe,23,kode,NOUN,False
क्रूज़,kruːz,23,krus,NOUN,True
क्रॉनिक,krɔnik,23,kronik,NOUN,False
क्रोधित,krod̤it,23,krodit,VERB,True
क्लबों,kləbon,23,klabon,NOUN,False
क्लीनचिट,kliːnt͡ʃiʈ,23,klint͡ʃit,NOUN,False
क्लोजर,klod͡ʒər,23,kloʒar,NOUN,False
खदेड़ने,kʰədeɽne,23,kadedne,VERB,False
खरीदनी,kʰəriːdniː,23,karidni,VERB,False
खरीदेंगे,kʰəriːdeŋɡe,23,karidenge,VERB,False
ख़बरें,xəbren,23,kabren,NOUN,False
खारा,kʰaːraː,23,kara,VERB,True
खिंच,kʰiɲt͡ʃə,23,kint͡ʃa,NOUN,False
खुर्जा,kʰurd͡ʒaː,23,kurʒa,X,False
खुलना,kʰulnaː,23,kulna,VERB,True
गंगाधर,ɡəŋɡaːd̤ər,23,gangadar,PROPN,True
गढ़वी,ɡəɽ̥əviː,23,gad̥avi,X,False
गतिविधियाँ,ɡətivid̤ijãː,23,gatividijaː,X,False
गद्दे,ɡədde,23,gadde,NOUN,False
गम्भीरता,ɡəmb̤iːrtaː,23,gambirta,NOUN,False
गश्ती,ɡəʃtiː,23,gaʃti,NOUN,True
ग़ायब,ɣaːjəb,23,gajab,PART,True
गाओ,ɡaːo,23,gao,X,False
गिराना,ɡiraːnaː,23,girana,VERB,True
गीली,ɡiːliː,23,gili,NOUN,True
गुंडई,ɡunɖəi,23,gundai,NOUN,True
गुडलक,ɡuɖlək,23,gudlak,X,False
गृहस्थी,ɡr̩ɦstʰiː,23,grhsti,NOUN,True
गोगावले,ɡoɡaːvle,23,gogavle,NOUN,False
गोलों,ɡolon,23,golon,NOUN,False
ग्रिप,ɡrip,23,grip,NOUN,False
ग्रीष्मकालीन,ɡriːʂməkaːliːn,23,grismakalin,X,True
ग्रेडेड,ɡreɖeɖ,23,greded,NOUN,False
घटाई,ɡ̤əʈaːiː,23,g̤atai,VERB,False
घुसपैठियों,ɡ̤uspæːʈʰijon,23,g̤uspaetijon,NOUN,False
चखा,t͡ʃəkʰaː,23,t͡ʃaka,NOUN,True
चबूतरे,t͡ʃəbuːtre,23,t͡ʃabutre,NOUN,False
चमड़ी,t͡ʃəmɽiː,23,t͡ʃamdi,NOUN,True
चाक,t͡ʃaːk,23,t͡ʃak,NOUN,True
चालाक,t͡ʃaːlaːk,23,t͡ʃalak,PART,True
चाव,t͡ʃaːv,23,t͡ʃav,NOUN,True
चिट्ठियां,t͡ʃiʈʈʰijaːn,23,t͡ʃittijan,NOUN,False
चिपके,t͡ʃipke,23,t͡ʃipke,NOUN,False
चुराया,t͡ʃuraːjaː,23,t͡ʃuraja,PART,True
चेंबूर,t͡ʃembuːr,23,t͡ʃembur,PROPN,False
चेरनोबिल,t͡ʃernobil,23,t͡ʃernobil,NOUN,False
चैक,t͡ʃæːk,23,t͡ʃaek,NOUN,False
छाये,t͡ʃʰaːje,23,t͡ʃaje,X,False
छिब्बर,t͡ʃʰibbər,23,t͡ʃibbar,X,False
छूना,t͡ʃʰuːnaː,23,t͡ʃuna,VERB,True
छोड़ें,t͡ʃʰoɽen,23,t͡ʃoden,VERB,False
जनकपुरी,d͡ʒənkəpuriː,23,ʒankapuri,PROPN,False
जनजातियों,d͡ʒənd͡ʒaːtijon,23,ʒanʒatijon,NOUN,False
जयमंगल,d͡ʒəjməŋɡəl,23,ʒajmangal,PROPN,False
जागृत,d͡ʒaːɡr̩t,23,ʒagrt,X,True
जात,d͡ʒaːt,23,ʒat,NOUN,True
जाफना,d͡ʒaːpʰnaː,23,ʒapna,NOUN,False
जिन्न,d͡ʒinnə,23,ʒinna,PART,False
जीएमसी,d͡ʒiːemsiː,23,ʒiemsi,X,False
जीएस,d͡ʒiːes,23,ʒies,X,False
जुगलबंदी,d͡ʒuɡləbəndiː,23,ʒuglabandi,NOUN,False
जुटाएगी,d͡ʒuʈaːeɡiː,23,ʒutaegi,VERB,False
जूनियर्स,d͡ʒuːnijrsə,23,ʒunijrsa,NOUN,False
जेना,d͡ʒenaː,23,ʒena,X,False
जेबतराश,d͡ʒebtəraːʃ,23,ʒebtaraʃ,PART,False
जैरी,d͡ʒæːriː,23,ʒaeri,PROPN,False
जॉगिंग,d͡ʒɔɡiŋɡə,23,ʒoginga,X,False
ज्योत्सना,d͡ʒjotsənaː,23,ʒjotsana,PROPN,True
झलकियां,d͡ʒ̤əlkijaːn,23,ʒalkijan,NOUN,False
झुलसे,d͡ʒ̤ulse,23,ʒulse,VERB,False
टकराते,ʈəkraːte,23,takrate,PART,False
टपका,ʈəpkaː,23,tapka,NOUN,True
टायरों,ʈaːjron,23,tajron,NOUN,False
टिहरी,ʈiɦriː,23,tihri,NOUN,True
टि्वटर,ʈi्vəʈər,23,ti्vatar,X,False
टीजीटी,ʈiːd͡ʒiːʈiː,23,tiʒiti,X,False
टु,ʈu,23,tu,X,False
टेरेंस,ʈerensə,23,terensa,NOUN,False
टेस्टी,ʈesʈiː,23,testi,ADJ,False
टैक्सेबल,ʈæːksebəl,23,taeksebal,X,False
टॉफी,ʈɔpʰiː,23,topi,NOUN,True
ठहराव,ʈʰəɦraːv,23,tahrav,PART,True
ठेला,ʈʰelaː,23,tela,NOUN,True
डाइजेस्टिव,ɖaːid͡ʒesʈiv,23,daiʒestiv,X,False
डाउट,ɖaːuʈ,23,daut,X,False
डाक्टर,ɖaːkʈər,23,daktar,NOUN,True
डागर,ɖaːɡər,23,dagar,NOUN,False
डायबिटिक,ɖaːjbiʈik,23,dajbitik,NOUN,False
डालो,ɖaːlo,23,dalo,VERB,False
डिपोर्ट,ɖiporʈə,23,diporta,X,False
डीलिंग,ɖiːliŋɡə,23,dilinga,NOUN,False
डुप्लेसिस,ɖuplesis,23,duplesis,X,False
डेरिल,ɖeril,23,deril,NOUN,False
डेरेक,ɖerek,23,derek,NOUN,False
डोजियर,ɖod͡ʒijər,23,doʒijar,NOUN,False
डोरंडा,ɖorənɖaː,23,doranda,X,False
तख्ती,təkʰtiː,23,takti,NOUN,True
तथ्यात्मक,tətʰjaːtmək,23,tatjatmak,ADJ,True
तन्ना,tənnaː,23,tanna,PROPN,False
तफरी,təpʰriː,23,tapri,PROPN,False
तबस्सुम,təbssum,23,tabssum,PROPN,False
तस्कीन,təskiːn,23,taskin,X,True
ताप,taːp,23,tap,NOUN,True
तेजतर्रार,ted͡ʒtərraːr,23,teʒtarrar,X,False
त्रिनिदाद,trinidaːd,23,trinidad,PROPN,True
त्रिस्तरीय,tristəriːj,23,tristarij,X,False
थमी,tʰəmiː,23,tami,VERB,False
दक्षिणपूर्व,dəkʂiɳpuːrvə,23,daksinpurva,PROPN,True
दग्गुबाती,dəɡɡubaːtiː,23,daggubati,X,False
दरिद्रता,dəridrətaː,23,daridrata,NOUN,True
दलेर,dəler,23,daler,PROPN,False
दशम,dəʃəm,23,daʃam,NOUN,True
दशरथ,dəʃrətʰ,23,daʃrat,PROPN,True
दानों,daːnon,23,danon,NOUN,False
दिमित्रो,dimitro,23,dimitro,NOUN,False
दिलबाग,dilbaːɡ,23,dilbag,PROPN,False
दिलवाया,dilvaːjaː,23,dilvaja,VERB,False
दिवाला,divaːlaː,23,divala,PART,True
दुबारा,dubaːraː,23,dubara,ADV,True
दुरूपयोग,duruːpjoɡ,23,durupjog,PART,False
देवव्रत,devvrət,23,devvrat,NOUN,True
द्विवार्षिक,dvivaːrʂik,23,dvivarsik,NOUN,False
धरी,d̤əriː,23,dari,NOUN,True
धुर्वे,d̤urve,23,durve,PART,False
धोएं,d̤oen,23,doen,VERB,False
नजाकत,nəd͡ʒaːkət,23,naʒakat,NOUN,True
नरूला,nəruːlaː,23,narula,PROPN,False
नर्क,nərkə,23,narka,NOUN,True
नागपाल,naːɡpaːl,23,nagpal,PROPN,False
नाराज़गी,naːraːzɡiː,23,narasgi,NOUN,True
निखारने,nikʰaːrne,23,nikarne,VERB,False
निपुण,nipuɳ,23,nipun,ADJ,True
नियो,nijo,23,nijo,NOUN,False
निशानों,niʃaːnon,23,niʃanon,PART,False
निषेधाज्ञा,niʂed̤aːd͡ʒɲaː,23,nisedaʒna,NOUN,False
निष्कर्षों,niʂkərʂon,23,niskarson,NOUN,False
निहार,niɦaːr,23,nihar,PROPN,True
निहिता,niɦitaː,23,nihita,PROPN,False
नेकलाइन,neklaːin,23,neklain,X,False
नेपोटिज्म,nepoʈid͡ʒmə,23,nepotiʒma,NOUN,False
नॉइज,nɔid͡ʒ,23,noiʒ,PROPN,False
नोक,nok,23,nok,X,True
न्यूली,njuːliː,23,njuli,PROPN,False
पंखुड़ी,pəŋkʰuɽiː,23,pankudi,NOUN,True
पंजीयन,pəɲd͡ʒiːjən,23,panʒijan,NOUN,True
पकडऩे,pəkɖənə़e,23,pakdana़e,VERB,False
पकाया,pəkaːjaː,23,pakaja,VERB,False
परफॉर्मर,pərpʰɔrmər,23,parpormar,X,False
परोसे,pərose,23,parose,ADP,False
पहनेंगे,pəɦneŋɡe,23,pahnenge,VERB,False
पहर,pəɦər,23,pahar,NOUN,True
पहिये,pəɦije,23,pahije,PART,False
पागलपन,paːɡləpən,23,paglapan,NOUN,True
पायलट्स,paːjləʈsə,23,pajlatsa,NOUN,False
पिटीशन,piʈiːʃən,23,pitiʃan,NOUN,False
पीर,piːr,23,pir,ADJ,True
पीरामल,piːraːməl,23,piramal,PROPN,False
पुकारा,pukaːraː,23,pukara,NOUN,False
पुत्रों,putron,23,putron,NOUN,False
पुनर्जन्म,punrd͡ʒənmə,23,punrʒanma,PART,True
पूछो,puːt͡ʃʰo,23,put͡ʃo,VERB,False
पूनियां,puːnijaːn,23,punijan,NOUN,False
पेटी,peʈiː,23,peti,NOUN,True
पेपरलेस,peprəles,23,peprales,X,False
पैंक्रियाज,pæːŋkrijaːd͡ʒ,23,paenkrijaʒ,NOUN,False
पैरालिसिस,pæːraːlisis,23,paeralisis,NOUN,False
पॉक्स,pɔksə,23,poksa,X,False
प्रगतिप्रद,prəɡtiprəd,23,pragtiprad,ADJ,False
प्रतिमाओं,prətimaːon,23,pratimaon,NOUN,False
प्रफेसर,prəpʰesər,23,prapesar,NOUN,True
प्रबुद्ध,prəbudd̤ə,23,prabudda,ADJ,True
प्रस्तावना,prəstaːvnaː,23,prastavna,NOUN,True
प्राउड,praːuɖ,23,praud,X,False
प्रिफर,pripʰər,23,pripar,X,False
प्रीकॉशन,priːkɔʃən,23,prikoʃan,X,False
प्रेजेंट,pred͡ʒenʈə,23,preʒenta,X,False
प्रेसीडेंट,presiːɖenʈə,23,presidenta,NOUN,False
प्रॉपर,prɔpər,23,propar,X,False
प्रौद्योगिकियों,prɔːdjoɡikijon,23,prodjogikijon,ADP,False
प्लाट,plaːʈ,23,plat,X,True
प्लैनेट,plæːneʈ,23,plaenet,X,False
फंसते,pʰənste,23,panste,VERB,False
फाटक,pʰaːʈək,23,patak,X,True
फिटर,pʰiʈər,23,pitar,X,False
फिल्मकार,pʰilməkaːr,23,pilmakar,NOUN,True
फैलना,pʰæːlnaː,23,paelna,VERB,True
फोलेट,pʰoleʈ,23,polet,X,True
फ्लाइओवर,pʰlaːiovər,23,plaiovar,X,False
फ्लेयर,pʰlejər,23,plejar,X,False
फ्लोरल,pʰlorəl,23,ploral,X,False
बट्टा,bəʈʈaː,23,batta,NOUN,True
बडी,bəɖiː,23,badi,X,False
बनूंगा,bənuːŋɡaː,23,banunga,VERB,False
बबूला,bəbuːlaː,23,babula,NOUN,True
बरसाईं,bərsaːiːn,23,barsain,NOUN,False
बर्फीला,bərpʰiːlaː,23,barpila,PROPN,True
बहुतों,bəɦuton,23,bahuton,PART,False
बाउंसरों,baːunsron,23,baunsron,NOUN,False
बागेश्वर,baːɡeʃvər,23,bageʃvar,PROPN,True
बाजपेई,baːd͡ʒpeiː,23,baʒpei,PROPN,False
बाटला,baːʈlaː,23,batla,X,False
